,key_0,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,Delay,predicted_payment_date,bucketed_delay
690,690,U001,0200769623,WAL-MAR trust,,2020.0,1930723713.0,2020-03-31,2020-03-31,2020-03-31,2020-04-15,USD,RV,498.61,20200331.0,NAH4,1930723713.0,1,2020-04-16,+ve
691,691,U001,0200915438,GROC trust,,2020.0,1930592375.0,2020-03-05,2020-03-02,2020-03-05,2020-03-20,USD,RV,7519.0,20200305.0,NAA8,1930592375.0,0,2020-03-20,null
692,692,U001,200253680,SCHWANS us,,2020.0,1930692397.0,2020-03-23,2020-03-24,2020-03-23,2020-04-07,USD,RV,45400.0,20200323.0,NAA8,1930692397.0,0,2020-04-07,null
693,693,U001,0200769623,WAL-MAR foundation,,2020.0,1930675721.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,31790.22,20200320.0,NAH4,1930675721.0,1,2020-04-05,+ve
694,694,U001,0200726979,BJ'S  trust,,2020.0,1930827990.0,2020-04-26,2020-04-27,2020-04-26,2020-05-11,USD,RV,519.23,20200426.0,NAA8,1930827990.0,0,2020-05-11,null
695,695,U001,0200743129,BROOKS systems,,2020.0,1930783639.0,2020-04-14,2020-04-14,2020-04-14,2020-04-29,USD,RV,38007.43,20200414.0,NAA8,1930783639.0,0,2020-04-29,null
696,696,U001,0200769623,WAL-MAR us,,2020.0,1930741140.0,2020-04-04,2020-04-03,2020-04-04,2020-04-19,USD,RV,19751.81,20200404.0,NAH4,1930741140.0,1,2020-04-20,+ve
697,697,U001,0200759878,SA llc,,2020.0,1930608350.0,2020-03-06,2020-03-05,2020-03-06,2020-03-21,USD,RV,2649.6,20200306.0,NAH4,1930608350.0,0,2020-03-21,null
698,698,U001,0200754142,TRIP llc,,2020.0,1930819767.0,2020-04-24,2020-04-24,2020-04-24,2020-05-09,USD,RV,455.11,20200424.0,NAA8,1930819767.0,0,2020-05-09,null
699,699,U001,200769623,WAL-MAR corp,,2020.0,1930860289.0,2020-05-06,2020-05-06,2020-05-06,2020-05-21,USD,RV,451.73,20200506.0,NAH4,1930860289.0,2,2020-05-23,+ve
700,700,U001,0200739006,AL associates,,2020.0,1930689378.0,2020-03-25,2020-03-23,2020-03-25,2020-04-09,USD,RV,35947.25,20200325.0,NAA8,1930689378.0,0,2020-04-09,null
701,701,U001,0200769623,WAL-MAR foundation,,2020.0,1930769507.0,2020-04-09,2020-04-09,2020-04-09,2020-04-24,USD,RV,14278.71,20200409.0,NAH4,1930769507.0,1,2020-04-25,+ve
702,702,U001,0200739534,OK us,,2020.0,1930757786.0,2020-04-07,2020-04-07,2020-04-07,2020-04-22,USD,RV,34460.95,20200407.0,NAA8,1930757786.0,0,2020-04-22,null
703,703,U001,0200769623,WAL-MAR trust,,2020.0,1930758839.0,2020-04-07,2020-04-07,2020-04-07,2020-04-22,USD,RV,50590.18,20200407.0,NAH4,1930758839.0,1,2020-04-23,+ve
704,704,U001,0200772670,ASSOCIAT systems,,2020.0,1930750505.0,2020-04-04,2020-04-04,2020-04-04,2020-04-19,USD,RV,283.49,20200404.0,NAU5,1930750505.0,1,2020-04-20,+ve
705,705,U001,0200759082,INGL in,,2020.0,1930637530.0,2020-03-11,2020-03-11,2020-03-11,2020-03-26,USD,RV,95356.27,20200311.0,NAA8,1930637530.0,0,2020-03-26,null
706,706,U001,100047441,ITTELL us,,2020.0,1930613345.0,2020-03-06,2020-03-06,2020-03-06,2020-03-21,USD,RV,24861.4,20200306.0,NAA8,1930613345.0,0,2020-03-21,null
707,707,U001,0200726979,BJ'S  us,,2020.0,1930843457.0,2020-05-01,2020-04-30,2020-05-01,2020-05-16,USD,RV,559.4,20200501.0,NAA8,1930843457.0,0,2020-05-16,null
708,708,U001,0200769623,WAL-MAR llc,,2020.0,1930822753.0,2020-04-26,2020-04-24,2020-04-26,2020-05-11,USD,RV,2750.08,20200426.0,NAH4,1930822753.0,1,2020-05-12,+ve
709,709,U001,0200418007,AM trust,,2020.0,1930652764.0,2020-03-19,2020-03-14,2020-03-19,2020-04-03,USD,RV,3427.2,20200319.0,NAA8,1930652764.0,0,2020-04-03,null
710,710,U001,0200769623,WAL-MAR corp,,2020.0,1930593531.0,2020-03-04,2020-03-03,2020-03-04,2020-03-19,USD,RV,1898.9,20200304.0,NAH4,1930593531.0,1,2020-03-20,+ve
711,711,U001,0200762301,C&S WH in,,2020.0,1930622124.0,2020-03-09,2020-03-08,2020-03-09,2020-03-24,USD,RV,22501.3,20200309.0,NAC6,1930622124.0,1,2020-03-25,+ve
712,712,U001,0200794332,COST co,,2020.0,1930765050.0,2020-04-10,2020-04-08,2020-04-10,2020-04-25,USD,RV,31482.37,20200410.0,NAAX,1930765050.0,1,2020-04-26,+ve
713,713,U001,0200769623,WAL-MAR foundation,,2020.0,1930647612.0,2020-03-15,2020-03-13,2020-03-15,2020-03-30,USD,RV,3228.13,20200315.0,NAH4,1930647612.0,1,2020-03-31,+ve
714,714,U001,0100031704,DELHAIZE trust,,2020.0,1930783848.0,2020-04-15,2020-04-14,2020-04-15,2020-04-30,USD,RV,66539.16,20200415.0,NAA8,1930783848.0,0,2020-04-30,null
715,715,U001,0200418007,AM co,,2020.0,1930813583.0,2020-04-27,2020-04-22,2020-04-27,2020-05-12,USD,RV,7506.08,20200427.0,NAA8,1930813583.0,0,2020-05-12,null
716,716,U001,0200769623,WAL-MAR systems,,2020.0,1930863255.0,2020-05-08,2020-05-06,2020-05-08,2020-05-23,USD,RV,747.44,20200508.0,NAH4,1930863255.0,1,2020-05-24,+ve
717,717,U001,200799367,MCL ,,2020.0,1930655725.0,2020-03-18,2020-03-16,2020-03-18,2020-04-02,USD,RV,110336.54,20200318.0,NAA8,1930655725.0,0,2020-04-02,null
718,718,U001,0200466603,SMITH'S in,,2020.0,1930723486.0,2020-03-30,2020-03-31,2020-03-30,2020-04-14,USD,RV,31532.74,20200330.0,NAA8,1930723486.0,0,2020-04-14,null
719,719,U001,0200723794,MID MO ,,2020.0,1930715686.0,2020-03-29,2020-03-28,2020-03-29,2020-04-13,USD,RV,62084.69,20200329.0,NAA8,1930715686.0,0,2020-04-13,null
720,720,U001,0200723794,MID MO trust,,2020.0,1930817103.0,2020-04-23,2020-04-22,2020-04-23,2020-05-08,USD,RV,65250.78,20200423.0,NAA8,1930817103.0,0,2020-05-08,null
721,721,U001,0200769623,WAL-MAR in,,2020.0,1930611230.0,2020-03-06,2020-03-06,2020-03-06,2020-03-21,USD,RV,15895.72,20200306.0,NAH4,1930611230.0,1,2020-03-22,+ve
722,722,U001,0200794332,COST trust,,2020.0,1930683931.0,2020-03-22,2020-03-21,2020-03-22,2020-04-06,USD,RV,90202.05,20200322.0,NAAX,1930683931.0,1,2020-04-07,+ve
723,723,U001,0200706844,WINC corp,,2020.0,1930716635.0,2020-03-23,2020-03-28,2020-03-23,2020-04-07,USD,RV,35386.91,20200323.0,NAA8,1930716635.0,0,2020-04-07,null
724,724,CA02,140106408,WAL-M foundation,,2020.0,2960629655.0,2020-04-21,2020-04-21,2020-04-21,2020-05-01,CAD,RV,9216.03,20200421.0,CA10,2960629655.0,-4,2020-04-27,null
725,725,U001,0200148860,DOLLA systems,,2020.0,1930637276.0,2020-03-12,2020-03-11,2020-03-12,2020-03-27,USD,RV,31299.56,20200312.0,NAA8,1930637276.0,0,2020-03-27,null
726,726,U001,0200744019,TARG foundation,,2020.0,1930724643.0,2020-04-01,2020-03-31,2020-04-01,2020-04-16,USD,RV,63845.48,20200401.0,NAA8,1930724643.0,0,2020-04-16,null
727,727,U001,0200772670,ASSOCIAT trust,,2020.0,1930692776.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,42483.3,20200324.0,NAU5,1930692776.0,1,2020-04-09,+ve
728,728,U001,0200760666,KEHE  associates,,2020.0,1930637498.0,2020-03-17,2020-03-11,2020-03-17,2020-04-01,USD,RV,5517.01,20200317.0,NAA8,1930637498.0,0,2020-04-01,null
729,729,U001,0200747369,SCHNU foundation,,2020.0,1930584804.0,2020-02-29,2020-02-29,2020-02-29,2020-03-15,USD,RV,22586.16,20200229.0,NAA8,1930584804.0,0,2020-03-15,null
730,730,U001,0200769623,WAL-MAR llc,,2020.0,1930813611.0,2020-04-23,2020-04-22,2020-04-23,2020-05-08,USD,RV,13394.39,20200423.0,NAH4,1930813611.0,1,2020-05-09,+ve
731,731,U001,0200526831,PERISH llc,,2020.0,1930714749.0,2020-03-27,2020-03-28,2020-03-27,2020-04-11,USD,RV,34305.72,20200327.0,NAA8,1930714749.0,0,2020-04-11,null
732,732,U001,0200769623,WAL-MAR corporation,,2020.0,1930738271.0,2020-04-03,2020-04-02,2020-04-03,2020-04-18,USD,RV,20407.81,20200403.0,NAH4,1930738271.0,1,2020-04-19,+ve
733,733,CA02,0140104409,LOB in,,2020.0,2960628307.0,2020-04-12,2020-04-13,2020-04-12,2020-04-23,CAD,RV,82934.12,20200413.0,CA10,2960628307.0,-3,2020-04-20,null
734,734,U001,0200726979,BJ'S  corp,,2020.0,1930630502.0,2020-03-08,2020-03-10,2020-03-08,2020-03-23,USD,RV,260.32,20200308.0,NAA8,1930630502.0,0,2020-03-23,null
735,735,U001,0200762301,C&S WH co,,2020.0,1930674558.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,7212.02,20200320.0,NAC6,1930674558.0,1,2020-04-05,+ve
736,736,U001,0200780825,SYSCO FO co,,2020.0,1930579998.0,2020-02-28,2020-02-27,2020-02-28,2020-03-14,USD,RV,31944.04,20200228.0,NAA8,1930579998.0,0,2020-03-14,null
737,737,U001,0200762301,C&S WH ,,2020.0,1930782644.0,2020-04-13,2020-04-14,2020-04-13,2020-04-28,USD,RV,124343.68,20200413.0,NAC6,1930782644.0,1,2020-04-29,+ve
738,738,U001,0200418007,AM associates,,2020.0,1930740356.0,2020-04-08,2020-04-03,2020-04-08,2020-04-23,USD,RV,4071.74,20200408.0,NAA8,1930740356.0,0,2020-04-23,null
739,739,CA02,0140104440,SO us,,2020.0,2960629331.0,2020-04-17,2020-04-17,2020-04-17,2020-04-27,CAD,RV,17341.62,20200417.0,CA10,2960629331.0,-3,2020-04-24,null
740,740,U001,0200783190,PIT llc,,2020.0,1930726727.0,2020-04-01,2020-03-31,2020-04-01,2020-04-16,USD,RV,59996.73,20200401.0,NAA8,1930726727.0,0,2020-04-16,null
741,741,U001,0200744019,TARG in,,2020.0,1930772351.0,2020-04-11,2020-04-09,2020-04-11,2020-04-26,USD,RV,46934.92,20200411.0,NAA8,1930772351.0,0,2020-04-26,null
742,742,U001,0200794332,COST in,,2020.0,1930647495.0,2020-03-16,2020-03-14,2020-03-16,2020-03-31,USD,RV,15410.26,20200316.0,NAAX,1930647495.0,1,2020-04-01,+ve
743,743,U001,200780383,MEIJ foundation,,2020.0,1930671821.0,2020-03-20,2020-03-19,2020-03-20,2020-04-04,USD,RV,133900.08,20200320.0,NAA8,1930671821.0,0,2020-04-04,null
744,744,U001,100001196,DOLLAR trust,,2020.0,1930860221.0,2020-05-06,2020-05-05,2020-05-06,2020-05-21,USD,RV,111618.87,20200506.0,NAA8,1930860221.0,0,2020-05-21,null
745,745,U001,0200820380,SMITH'S corp,,2020.0,1930652258.0,2020-03-15,2020-03-14,2020-03-15,2020-03-30,USD,RV,82406.43,20200315.0,NAA8,1930652258.0,0,2020-03-30,null
746,746,U001,0200418007,AM co,,2020.0,1930801024.0,2020-04-21,2020-04-18,2020-04-21,2020-05-06,USD,RV,8909.76,20200421.0,NAA8,1930801024.0,0,2020-05-06,null
747,747,U001,0200706844,WINC corporation,,2020.0,1930669379.0,2020-03-20,2020-03-19,2020-03-20,2020-04-04,USD,RV,11872.24,20200320.0,NAA8,1930669379.0,0,2020-04-04,null
748,748,U001,0200076137,OLLIE corporation,,2020.0,1930839310.0,2020-05-04,2020-05-04,2020-05-04,2020-05-19,USD,RV,11251.2,20200504.0,NAA8,1930839310.0,0,2020-05-19,null
749,749,U001,0200152991,JET foundation,,2020.0,1930813224.0,2020-04-22,2020-04-22,2020-04-22,2020-05-07,USD,RV,7293.39,20200422.0,NAA8,1930813224.0,0,2020-05-07,null
750,750,U002,0200501669,WAL MA us,,2020.0,1990572704.0,2020-03-28,2020-03-26,2020-03-28,2020-05-02,USD,RV,16381.68,20200328.0,NAG2,1990572704.0,0,2020-05-02,null
751,751,U001,0200769623,WAL-MAR associates,,2020.0,1930800054.0,2020-04-20,2020-04-18,2020-04-20,2020-05-05,USD,RV,33180.04,20200420.0,NAH4,1930800054.0,1,2020-05-06,+ve
752,752,U001,0200769623,WAL-MAR llc,,2020.0,1930617550.0,2020-03-08,2020-03-07,2020-03-08,2020-03-23,USD,RV,23432.1,20200308.0,NAH4,1930617550.0,1,2020-03-24,+ve
753,753,U001,0200786288,FAMILY associates,,2020.0,1930832198.0,2020-04-29,2020-04-28,2020-04-29,2020-05-14,USD,RV,27514.02,20200429.0,NAC6,1930832198.0,1,2020-05-15,+ve
754,754,CA02,0140104240,FEDER associates,,2020.0,2960617075.0,2020-02-27,2020-02-27,2020-02-27,2020-03-10,CAD,RV,8280.91,20200229.0,CA10,2960617075.0,-4,2020-03-06,null
755,755,U001,200761734,H E BUT corporation,,2020.0,1930747043.0,2020-04-03,2020-04-04,2020-04-03,2020-06-07,USD,RV,1909.44,20200403.0,NAGD,1930747043.0,0,2020-06-07,null
756,756,U001,0200416837,DEC trust,,2020.0,1930700019.0,2020-03-25,2020-03-25,2020-03-25,2020-04-08,USD,RV,238.8,20200316.0,NAM4,1930700019.0,1,2020-04-09,+ve
757,757,U001,0200780383,MEIJ associates,,2020.0,1930719105.0,2020-03-30,2020-03-29,2020-03-30,2020-04-14,USD,RV,119304.75,20200330.0,NAA8,1930719105.0,0,2020-04-14,null
758,758,U001,0200769623,WAL-MAR ,,2020.0,1930751953.0,2020-04-05,2020-04-06,2020-04-05,2020-04-20,USD,RV,1951.46,20200405.0,NAH4,1930751953.0,1,2020-04-21,+ve
759,759,U001,0200769623,WAL-MAR trust,,2020.0,1930609916.0,2020-03-06,2020-03-05,2020-03-06,2020-03-21,USD,RV,226.5,20200306.0,NAH4,1930609916.0,1,2020-03-22,+ve
760,760,U001,0200769623,WAL-MAR co,,2020.0,1930774545.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,6566.44,20200410.0,NAH4,1930774545.0,1,2020-04-26,+ve
761,761,U001,0200772670,ASSOCIAT in,,2020.0,1930621976.0,2020-03-08,2020-03-08,2020-03-08,2020-03-23,USD,RV,62717.76,20200308.0,NAU5,1930621976.0,1,2020-03-24,+ve
762,762,U001,0200793088,DEMOU llc,,2020.0,1930692282.0,2020-03-25,2020-03-24,2020-03-25,2020-04-09,USD,RV,41185.7,20200325.0,NAA8,1930692282.0,0,2020-04-09,null
763,763,U001,0200726979,BJ'S  co,,2020.0,1930603611.0,2020-03-05,2020-03-04,2020-03-05,2020-03-20,USD,RV,990.86,20200305.0,NAA8,1930603611.0,0,2020-03-20,null
764,764,U001,0200769623,WAL-MAR ,,2020.0,1930652459.0,2020-03-16,2020-03-14,2020-03-16,2020-03-31,USD,RV,1329.23,20200316.0,NAH4,1930652459.0,1,2020-04-01,+ve
765,765,U001,0200769623,WAL-MAR in,,2020.0,1930686686.0,2020-03-23,2020-03-23,2020-03-23,2020-04-07,USD,RV,700.13,20200323.0,NAH4,1930686686.0,1,2020-04-08,+ve
766,766,U001,0200739534,OK trust,,2020.0,1930787186.0,2020-04-15,2020-04-15,2020-04-15,2020-04-30,USD,RV,93275.23,20200415.0,NAA8,1930787186.0,0,2020-04-30,null
767,767,U001,0200353024,DECA systems,,2020.0,1930756792.0,2020-04-07,2020-04-07,2020-04-07,2020-04-11,USD,RV,546.68,20200401.0,NAM2,1930756792.0,1,2020-04-12,+ve
768,768,U001,0200763814,SYSCO F llc,,2020.0,1930604115.0,2020-03-12,2020-03-04,2020-03-12,2020-04-01,USD,RV,2201.21,20200312.0,NAD1,1930604115.0,1,2020-04-02,+ve
769,769,U001,0200148860,DOLLA co,,2020.0,1930747654.0,2020-04-05,2020-04-04,2020-04-05,2020-04-20,USD,RV,49150.6,20200405.0,NAA8,1930747654.0,0,2020-04-20,null
770,770,U001,0200769623,WAL-MAR in,,2020.0,1930677285.0,2020-03-22,2020-03-21,2020-03-22,2020-04-06,USD,RV,66284.93,20200322.0,NAH4,1930677285.0,1,2020-04-07,+ve
771,771,U001,0200148860,DOLLA foundation,,2020.0,1930799800.0,2020-04-18,2020-04-17,2020-04-18,2020-05-03,USD,RV,88949.84,20200418.0,NAA8,1930799800.0,0,2020-05-03,null
772,772,U001,0200762950,HAR llc,,2020.0,1930880972.0,2020-05-11,2020-05-09,2020-05-11,2020-05-26,USD,RV,60946.91,20200511.0,NAA8,1930880972.0,0,2020-05-26,null
773,773,U001,0200726979,BJ'S  ,,2020.0,1930669494.0,2020-03-19,2020-03-19,2020-03-19,2020-04-03,USD,RV,31785.42,20200319.0,NAA8,1930669494.0,0,2020-04-03,null
774,774,U013,100034330,MASSY D in,,2020.0,1991842141.0,2020-04-15,2020-04-13,2020-04-15,2020-05-15,USD,RV,17026.89,20200415.0,NAVE,1991842141.0,0,2020-05-15,null
775,775,U001,0200732755,KROGER corporation,,2020.0,1930756129.0,2020-04-07,2020-04-06,2020-04-07,2020-04-22,USD,RV,41935.21,20200407.0,NAA8,1930756129.0,0,2020-04-22,null
776,776,U001,0200943423,SHEET llc,,2020.0,1930782929.0,2020-04-15,2020-04-14,2020-04-15,2020-04-30,USD,RV,34585.81,20200415.0,NAA8,1930782929.0,0,2020-04-30,null
777,777,U001,0200761734,H E BUT associates,,2020.0,1930754230.0,2020-04-10,2020-04-06,2020-04-10,2020-04-25,USD,RV,55164.53,20200410.0,NAA8,1930754230.0,0,2020-04-25,null
778,778,U001,0200769623,WAL-MAR systems,,2020.0,1930778612.0,2020-04-13,2020-04-11,2020-04-13,2020-04-28,USD,RV,867.75,20200413.0,NAH4,1930778612.0,1,2020-04-29,+ve
779,779,U001,0200780383,MEIJ ,,2020.0,1930597199.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,40255.0,20200303.0,NAA8,1930597199.0,0,2020-03-18,null
780,780,U001,0200792734,MDV/ ,,2020.0,1930567165.0,2020-02-29,2020-02-25,2020-02-29,2020-03-15,USD,RV,21781.87,20200229.0,NAA8,1930567165.0,0,2020-03-15,null
781,781,U001,0200769623,WAL-MAR llc,,2020.0,1930627803.0,2020-03-11,2020-03-09,2020-03-11,2020-03-26,USD,RV,12514.51,20200311.0,NAH4,1930627803.0,1,2020-03-27,+ve
782,782,U001,0200416837,DEC corp,,2020.0,1930858035.0,2020-05-05,2020-05-05,2020-05-05,2020-05-24,USD,RV,417.96,20200501.0,NAM4,1930858035.0,1,2020-05-25,+ve
783,783,U001,0200769623,WAL-MAR trust,,2020.0,1930673081.0,2020-03-20,2020-03-19,2020-03-20,2020-04-04,USD,RV,6406.62,20200320.0,NAH4,1930673081.0,1,2020-04-05,+ve
784,784,U001,0200762301,C&S WH foundation,,2020.0,1930599121.0,2020-03-05,2020-03-04,2020-03-05,2020-03-20,USD,RV,5602.27,20200305.0,NAC6,1930599121.0,1,2020-03-21,+ve
785,785,CA02,0140104225,SAVE-ON- llc,,2020.0,2960631810.0,2020-04-29,2020-04-29,2020-04-29,2020-05-09,CAD,RV,138137.62,20200429.0,CA10,2960631810.0,-4,2020-05-05,null
786,786,U001,0200739006,AL llc,,2020.0,1930700285.0,2020-03-27,2020-03-26,2020-03-27,2020-04-11,USD,RV,21300.0,20200327.0,NAA8,1930700285.0,0,2020-04-11,null
787,787,U001,0200519201,KROGE llc,,2020.0,1930623331.0,2020-03-09,2020-03-08,2020-03-09,2020-05-13,USD,RV,28994.4,20200309.0,NAGD,1930623331.0,0,2020-05-13,null
788,788,U001,0200769623,WAL-MAR ,,2020.0,1930731660.0,2020-04-02,2020-04-02,2020-04-02,2020-04-17,USD,RV,41648.18,20200402.0,NAH4,1930731660.0,1,2020-04-18,+ve
789,789,U001,0200769623,WAL-MAR corp,,2020.0,1930654505.0,2020-03-16,2020-03-15,2020-03-16,2020-03-31,USD,RV,1262.18,20200316.0,NAH4,1930654505.0,1,2020-04-01,+ve
790,790,CA02,0100012991,CJR WH systems,,2020.0,2960630643.0,2020-04-26,2020-04-26,2020-04-26,2020-05-08,CAD,RV,13564.85,20200428.0,CA10,2960630643.0,-4,2020-05-04,null
791,791,U001,0200759878,SA co,,2020.0,1930808366.0,2020-04-22,2020-04-21,2020-04-22,2020-05-07,USD,RV,14005.76,20200422.0,NAH4,1930808366.0,0,2020-05-07,null
792,792,U001,0200772595,SAFEW ,,2020.0,1930739346.0,2020-04-02,2020-04-03,2020-04-02,2020-04-17,USD,RV,23057.54,20200402.0,NAA8,1930739346.0,0,2020-04-17,null
793,793,U001,200780383,MEIJ corp,,2020.0,1930673668.0,2020-03-20,2020-03-19,2020-03-20,2020-04-04,USD,RV,47875.05,20200320.0,NAA8,1930673668.0,0,2020-04-04,null
794,794,U001,0200762301,C&S WH corp,,2020.0,1930732395.0,2020-04-04,2020-04-02,2020-04-04,2020-04-19,USD,RV,54296.69,20200404.0,NAC6,1930732395.0,1,2020-04-20,+ve
795,795,U001,0200769623,WAL-MAR trust,,2020.0,1930596193.0,2020-03-04,2020-03-03,2020-03-04,2020-03-19,USD,RV,60546.49,20200304.0,NAH4,1930596193.0,1,2020-03-20,+ve
796,796,U001,0100006311,QUALITY C systems,,2020.0,1930822864.0,2020-04-24,2020-04-24,2020-04-24,2020-05-09,USD,RV,20175.8,20200424.0,NAA8,1930822864.0,0,2020-05-09,null
797,797,U001,0200726979,BJ'S  trust,,2020.0,1930765013.0,2020-04-09,2020-04-08,2020-04-09,2020-04-24,USD,RV,610.64,20200409.0,NAA8,1930765013.0,0,2020-04-24,null
798,798,U001,0100008001,ANHA in,,2020.0,1930619425.0,2020-03-09,2020-03-07,2020-03-09,2020-03-24,USD,RV,19971.77,20200309.0,NAA8,1930619425.0,0,2020-03-24,null
799,799,U001,0200769623,WAL-MAR co,,2020.0,1930718199.0,2020-03-31,2020-03-29,2020-03-31,2020-04-15,USD,RV,1898.9,20200331.0,NAH4,1930718199.0,1,2020-04-16,+ve
800,800,U001,0200152991,JET systems,,2020.0,1930856215.0,2020-05-06,2020-05-04,2020-05-06,2020-05-21,USD,RV,5508.69,20200506.0,NAA8,1930856215.0,0,2020-05-21,null
801,801,U001,0200752302,KROGER associates,,2020.0,1930661920.0,2020-03-18,2020-03-17,2020-03-18,2020-04-02,USD,RV,58891.68,20200318.0,NAA8,1930661920.0,0,2020-04-02,null
802,802,U001,0200803720,DEC ,,2020.0,1930617829.0,2020-03-07,2020-03-07,2020-03-07,2020-03-11,USD,RV,10072.05,20200301.0,NAM2,1930617829.0,1,2020-03-12,+ve
803,803,U001,0200780825,SYSCO FO ,,2020.0,1930632433.0,2020-03-10,2020-03-10,2020-03-10,2020-03-25,USD,RV,3526.91,20200310.0,NAA8,1930632433.0,0,2020-03-25,null
804,804,CA02,0140104429,COSTCO llc,,2020.0,2960626001.0,2020-03-31,2020-03-31,2020-03-31,2020-04-11,CAD,RV,50194.39,20200401.0,CA10,2960626001.0,-4,2020-04-07,null
805,805,U001,0200418007,AM us,,2020.0,1930828817.0,2020-04-28,2020-04-26,2020-04-28,2020-05-13,USD,RV,27033.36,20200428.0,NAA8,1930828817.0,0,2020-05-13,null
806,806,U001,0200769623,WAL-MAR foundation,,2020.0,1930800910.0,2020-04-20,2020-04-18,2020-04-20,2020-05-05,USD,RV,37359.91,20200420.0,NAH4,1930800910.0,1,2020-05-06,+ve
807,807,U001,0200705372,FR associates,,2020.0,1930725277.0,2020-04-02,2020-03-31,2020-04-02,2020-04-17,USD,RV,81765.29,20200402.0,NAA8,1930725277.0,0,2020-04-17,null
808,808,U001,200729290,KROGER foundation,,2020.0,1930718374.0,2020-03-30,2020-03-29,2020-03-30,2020-04-14,USD,RV,16703.44,20200330.0,NAA8,1930718374.0,0,2020-04-14,null
809,809,U001,0200769623,WAL-MAR us,,2020.0,1930851342.0,2020-05-04,2020-05-02,2020-05-04,2020-05-19,USD,RV,13505.54,20200504.0,NAH4,1930851342.0,1,2020-05-20,+ve
810,810,U001,0200729290,KROGER corp,,2020.0,1930796240.0,2020-04-17,2020-04-18,2020-04-17,2020-05-02,USD,RV,39289.1,20200417.0,NAA8,1930796240.0,0,2020-05-02,null
811,811,U001,0200726979,BJ'S  ,,2020.0,1930809942.0,2020-04-21,2020-04-21,2020-04-21,2020-05-06,USD,RV,190.38,20200421.0,NAA8,1930809942.0,0,2020-05-06,null
812,812,U001,0200707822,PUBLI llc,,2020.0,1930677116.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,56581.89,20200320.0,NAA8,1930677116.0,0,2020-04-04,null
813,813,U001,0200762301,C&S WH llc,,2020.0,1930772598.0,2020-04-11,2020-04-10,2020-04-11,2020-06-15,USD,RV,767.69,20200411.0,NAGD,1930772598.0,0,2020-06-15,null
814,814,CA02,140104429,COSTCO corp,,2020.0,2960621122.0,2020-03-16,2020-03-16,2020-03-16,2020-04-03,CAD,RV,12260.23,20200324.0,CA10,2960621122.0,-4,2020-03-30,null
815,815,U001,0200148860,DOLLA foundation,,2020.0,1930704329.0,2020-03-25,2020-03-26,2020-03-25,2020-04-09,USD,RV,11437.43,20200325.0,NAA8,1930704329.0,0,2020-04-09,null
816,816,U001,0200794332,COST systems,,2020.0,1930676488.0,2020-03-21,2020-03-20,2020-03-21,2020-04-05,USD,RV,3904.66,20200321.0,NAAX,1930676488.0,1,2020-04-06,+ve
817,817,U001,0200769623,WAL-MAR corporation,,2020.0,1930710939.0,2020-03-29,2020-03-28,2020-03-29,2020-04-13,USD,RV,15639.11,20200329.0,NAH4,1930710939.0,1,2020-04-14,+ve
818,818,U001,0200418007,AM ,,2020.0,1930718381.0,2020-04-02,2020-03-29,2020-04-02,2020-04-17,USD,RV,3063.2,20200402.0,NAA8,1930718381.0,0,2020-04-17,null
819,819,U001,200769623,WAL-MAR llc,,2020.0,1930886763.0,2020-05-12,2020-05-11,2020-05-12,2020-05-27,USD,RV,17094.47,20200512.0,NAH4,1930886763.0,2,2020-05-29,+ve
820,820,U001,0200712105,WALG foundation,,2020.0,1930822861.0,2020-04-24,2020-04-24,2020-04-24,2020-05-09,USD,RV,66836.06,20200424.0,NAA8,1930822861.0,0,2020-05-09,null
821,821,U001,0200769623,WAL-MAR ,,2020.0,1930603115.0,2020-03-05,2020-03-04,2020-03-05,2020-03-20,USD,RV,1898.2,20200305.0,NAH4,1930603115.0,1,2020-03-21,+ve
822,822,U001,0200769623,WAL-MAR llc,,2020.0,1930764661.0,2020-04-09,2020-04-08,2020-04-09,2020-04-24,USD,RV,1322.24,20200409.0,NAH4,1930764661.0,1,2020-04-25,+ve
823,823,U001,0200769623,WAL-MAR us,,2020.0,1930778471.0,2020-04-12,2020-04-11,2020-04-12,2020-04-27,USD,RV,6558.61,20200412.0,NAH4,1930778471.0,1,2020-04-28,+ve
824,824,U005,0100025658,PEA us,,2020.0,1930654506.0,2020-03-16,2020-03-15,2020-03-16,2020-04-15,USD,RV,10323.24,20200316.0,NAD5,1930654506.0,0,2020-04-15,null
825,825,U001,0200799367,MCL corporation,,2020.0,1930797866.0,2020-04-23,2020-04-17,2020-04-23,2020-05-08,USD,RV,38641.12,20200423.0,NAA8,1930797866.0,0,2020-05-08,null
